# NJOY2016 2016.79 ac5adf5 -- ACE NU block (JXS(2)) for U-235 ENDF/B-VIII.0, 0 K.
# Read from reference-data/ace/reference-njoy/endf-b-viii.0/0K/U235.ace.gz on 2026-09-20.
# One XSS value per line, in block order, at full f64 precision.
# Layout: [-NNUP] [prompt: LNU NR NE E(NE) nu(NE)] [total: same]. See src/acer/nu.rs.
xss
2.41800000000000015e+00
2.41800000000000015e+00
2.39000000000000012e+00
2.43080000000000007e+00
2.43380000000000019e+00
2.38264999999999993e+00
2.40506999999999982e+00
2.40797999999999979e+00
2.40194999999999981e+00
2.40194999999999981e+00
2.38285999999999998e+00
2.39491999999999994e+00
2.39511999999999992e+00
2.39190000000000014e+00
2.40194999999999981e+00
2.39491999999999994e+00
2.39291000000000009e+00
2.40194999999999981e+00
2.40797999999999979e+00
2.40497000000000005e+00
2.40999000000000008e+00
2.40898000000000012e+00
2.36799999999999988e+00
2.38490000000000002e+00
2.39380000000000015e+00
2.41760000000000019e+00
2.40470000000000006e+00
2.39970000000000017e+00
2.37690000000000001e+00
2.34229999999999983e+00
2.40269999999999984e+00
2.42750000000000021e+00
2.44030000000000014e+00
2.40269999999999984e+00
2.34319999999999995e+00
2.41659999999999986e+00
2.34419999999999984e+00
2.41794999999999982e+00
2.41593999999999998e+00
2.41170000000000018e+00
2.40200000000000014e+00
2.40119999999999978e+00
2.40140000000000020e+00
2.40251999999999999e+00
2.40529999999999999e+00
2.41417999999999999e+00
2.44467999999999996e+00
2.45197000000000020e+00
2.45777000000000001e+00
2.46177000000000001e+00
2.47210000000000019e+00
2.48138000000000014e+00
2.49738000000000016e+00
2.50197000000000003e+00
2.51298999999999984e+00
2.53312999999999988e+00
2.58296999999999999e+00
2.60666999999999982e+00
2.67377999999999982e+00
2.70380999999999982e+00
2.81111999999999984e+00
2.87605000000000022e+00
2.95168000000000008e+00
3.03121000000000018e+00
3.11914999999999987e+00
3.21098000000000017e+00
3.30691999999999986e+00
3.39639999999999986e+00
3.46741000000000010e+00
3.53563999999999989e+00
3.68082999999999982e+00
3.75215999999999994e+00
3.89028000000000018e+00
4.09201999999999977e+00
4.16066000000000003e+00
4.23214999999999986e+00
4.45328999999999997e+00
4.68109999999999982e+00
4.75474999999999959e+00
4.82444000000000006e+00
4.95584999999999987e+00
5.08117000000000019e+00
6.24000000000000021e+00
2.00000000000000000e+00
0.00000000000000000e+00
8.50000000000000000e+01
9.99999999999999939e-12
1.99999999999999991e-07
2.99999999999999986e-07
1.50000000000000004e-06
2.03999999999999995e-06
2.50000000000000020e-06
3.61000000000000016e-06
4.85000000000000015e-06
6.38999999999999981e-06
7.07999999999999998e-06
8.79000000000000054e-06
9.30000000000000074e-06
1.01599999999999993e-05
1.23900000000000000e-05
1.54499999999999995e-05
1.60999999999999983e-05
1.66700000000000013e-05
1.80500000000000017e-05
1.93000000000000016e-05
2.11000000000000013e-05
2.29499999999999988e-05
2.36499999999999989e-05
2.55500000000000010e-05
2.64800000000000006e-05
3.08599999999999993e-05
3.20700000000000030e-05
3.35199999999999976e-05
3.43900000000000011e-05
3.52000000000000018e-05
3.83000000000000026e-05
3.94099999999999971e-05
4.45999999999999999e-05
5.12600000000000005e-05
5.22199999999999981e-05
5.34499999999999982e-05
5.50599999999999980e-05
5.86800000000000006e-05
7.23999999999999980e-05
7.45699999999999992e-05
1.00000000000000005e-04
1.00000000000000002e-03
2.24999999999999983e-03
7.00000000000000015e-03
2.00000000000000004e-02
5.00000000000000028e-02
5.99999999999999978e-02
7.00000000000000067e-02
8.00000000000000017e-02
1.70000000000000012e-01
2.00000000000000011e-01
2.99999999999999989e-01
4.00000000000000022e-01
5.99999999999999978e-01
6.99999999999999956e-01
8.49999999999999978e-01
9.00000000000000022e-01
1.00000000000000000e+00
1.19999999999999996e+00
1.60000000000000009e+00
1.80000000000000004e+00
2.39999999999999991e+00
2.60000000000000009e+00
3.50000000000000000e+00
4.00000000000000000e+00
4.50000000000000000e+00
5.00000000000000000e+00
5.50000000000000000e+00
6.00000000000000000e+00
6.50000000000000000e+00
7.00000000000000000e+00
7.50000000000000000e+00
8.00000000000000000e+00
9.00000000000000000e+00
9.50000000000000000e+00
1.05000000000000000e+01
1.20000000000000000e+01
1.25000000000000000e+01
1.30000000000000000e+01
1.45000000000000000e+01
1.60000000000000000e+01
1.65000000000000000e+01
1.70000000000000000e+01
1.80000000000000000e+01
1.90000000000000000e+01
3.00000000000000000e+01
2.42985000000000007e+00
2.42985000000000007e+00
2.43385000000000007e+00
2.43385000000000007e+00
2.40585000000000004e+00
2.44664999999999999e+00
2.44965000000000011e+00
2.39849999999999985e+00
2.42092000000000018e+00
2.42383000000000015e+00
2.41780000000000017e+00
2.41780000000000017e+00
2.39870999999999990e+00
2.41076999999999986e+00
2.41096999999999984e+00
2.40775000000000006e+00
2.41780000000000017e+00
2.41076999999999986e+00
2.40876000000000001e+00
2.41780000000000017e+00
2.42383000000000015e+00
2.42081999999999997e+00
2.42584000000000000e+00
2.42483000000000004e+00
2.38384999999999980e+00
2.40074999999999994e+00
2.40965000000000007e+00
2.43345000000000011e+00
2.42054999999999998e+00
2.41555000000000009e+00
2.39274999999999993e+00
2.35815000000000019e+00
2.41855000000000020e+00
2.44335000000000013e+00
2.45615000000000006e+00
2.41855000000000020e+00
2.35904999999999987e+00
2.43244999999999978e+00
2.36005000000000020e+00
2.43380000000000019e+00
2.43181000000000003e+00
2.42758999999999991e+00
2.41796999999999995e+00
2.41739000000000015e+00
2.41809999999999992e+00
2.41922000000000015e+00
2.42200000000000015e+00
2.43088000000000015e+00
2.46138000000000012e+00
2.46866999999999992e+00
2.47447000000000017e+00
2.47847000000000017e+00
2.48879999999999990e+00
2.49807999999999986e+00
2.51407999999999987e+00
2.51867000000000019e+00
2.52968999999999999e+00
2.54983000000000004e+00
2.59967000000000015e+00
2.62336999999999998e+00
2.69047999999999998e+00
2.72050999999999998e+00
2.82782000000000000e+00
2.89274999999999993e+00
2.96709999999999985e+00
3.04535000000000000e+00
3.13200000000000012e+00
3.22255000000000003e+00
3.31720000000000015e+00
3.40540000000000020e+00
3.47641000000000000e+00
3.54463000000000017e+00
3.68983000000000017e+00
3.76115999999999984e+00
3.89928000000000008e+00
4.10102000000000011e+00
4.16966000000000037e+00
4.24115000000000020e+00
4.46229000000000031e+00
4.69010000000000016e+00
4.76374999999999993e+00
4.83344000000000040e+00
4.96485000000000021e+00
5.09016999999999964e+00
6.24899999999999967e+00
